,city,geo_lat,geo_lon,region,region_iso_code,federal_district,capital_marker,okato,oktmo,kladr_id,fias_id,unparsed_parts,query_city,query_region
523,Первомайск,54.8675792,43.8013992,Нижегородская,RU-NIZ,Приволжский,0,22434000000,22734000001,5200000800000,a72a0367-92a4-4ec3-9aa2-2397039a3d70,,Первомайск,Нижегородская область
524,Перевоз,55.5967718,44.5448369,Нижегородская,RU-NIZ,Приволжский,1,22435000000,22739000001,5200001200000,e3ff7ef2-92b6-4ab7-b2ff-4d58cab73dbc,,Перевоз,Нижегородская область
525,Саров,54.9228268,43.3448089,Нижегородская,RU-NIZ,Приволжский,0,22503000000,22704000,5200000300000,be0210d1-1b58-49c1-8304-eb5ff5618fad,,Саров,Нижегородская область
526,Семенов,56.7889794,44.4902885,Нижегородская,RU-NIZ,Приволжский,0,22437000000,22737000001,5200000600000,dacc69b0-38df-462e-b346-26541cb9c0b8,,Семенов,Нижегородская область
527,Сергач,55.5201515,45.4813231,Нижегородская,RU-NIZ,Приволжский,1,22248501000,22648101001,5203800100000,ef4d5a83-c574-48d9-86ec-386f18bec524,,Сергач,Нижегородская область
528,Урень,57.4612572,45.7833293,Нижегородская,RU-NIZ,Приволжский,1,22254501000,22554000001,5204500100000,0e7e2d6e-7217-4624-857a-67b2300c0952,,Урень,Нижегородская область
529,Чкаловск,56.7651262,43.242077,Нижегородская,RU-NIZ,Приволжский,1,22442000000,22755000001,5204600100000,46659847-4fed-4981-bdaf-d260874864ee,,Чкаловск,Нижегородская область
530,Шахунья,57.6764293,46.6129009,Нижегородская,RU-NIZ,Приволжский,0,22458000000,22758000001,5200000900000,a5d97e2a-acea-44c0-92d1-1f107fc472cd,,Шахунья,Нижегородская область
531,Боровичи,58.3840197,33.9175929,Новгородская,RU-NGR,Северо-Западный,1,49408000000,49606101001,5300300100000,ae2f372e-7df2-400c-95f9-4b0522567634,,Боровичи,Новгородская область
532,Валдай,57.9823766,33.2369436,Новгородская,RU-NGR,Северо-Западный,1,49208501000,49608101001,5300400100000,a9075bb6-f2b2-497f-86e1-fe3d9592c075,,Валдай,Новгородская область
533,Великий Новгород,58.5213846,31.2755394,Новгородская,RU-NGR,Северо-Западный,2,49401000000,49701000001,5300000100000,8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560,,Великий Новгород,Новгородская область
534,Малая Вишера,58.8458379,32.2247401,Новгородская,RU-NGR,Северо-Западный,1,49220501000,49620101001,5300900100000,58fbfb62-6e1e-402d-8c8d-c8ec722f4a5a,,Малая Вишера,Новгородская область
535,Окуловка,58.3910296,33.2901557,Новгородская,RU-NGR,Северо-Западный,1,49228501000,49628101001,5301200100000,b9e66b8f-b027-4e77-8466-55ba3be0b42b,,Окуловка,Новгородская область
536,Пестово,58.5973723,35.8143898,Новгородская,RU-NGR,Северо-Западный,1,49232501000,49632101001,5301400100000,4ad123c8-0130-4432-9d6c-e64946f2d647,,Пестово,Новгородская область
537,Сольцы,58.1201281,30.309351,Новгородская,RU-NGR,Северо-Западный,1,49238501000,49538000001,5301600100000,c2f4a34c-80b4-4aea-a45b-d932909cccc0,,Сольцы,Новгородская область
538,Старая Русса,57.990737,31.3554897,Новгородская,RU-NGR,Северо-Западный,1,49413000000,49639101001,5301700100000,bc4e8fbc-54dc-4114-9c48-fd7a9b3e2e5c,,Старая Русса,Новгородская область
539,Холм,57.145108,31.1787499,Новгородская,RU-NGR,Северо-Западный,1,49247501000,49647101001,5301900100000,b12ce6eb-00e8-4d54-b309-14569350f346,,Холм,Новгородская область
540,Чудово,59.1248394,31.6866241,Новгородская,RU-NGR,Северо-Западный,1,49250501000,49650101001,5302000100000,a084418b-c41f-4086-9009-0adb7e9117bf,,Чудово,Новгородская область
541,Барабинск,55.35146,78.3464506,Новосибирская,RU-NVS,Сибирский,0,50405000000,50604101001,5400301200000,0133a54d-617a-4682-8885-e22c85588be8,,Барабинск,Новосибирская область
542,Бердск,54.7582156,83.1070605,Новосибирская,RU-NVS,Сибирский,0,50408000000,50708000001,5400000200000,fd0191f4-4687-42d9-be64-4ebc7824bd08,,Бердск,Новосибирская область
543,Болотное,55.6692421,84.3906889,Новосибирская,RU-NVS,Сибирский,1,50206501000,50606101001,5400400100000,7e18e6d0-f7e1-4ada-a845-cc7ab5431a1a,,Болотное,Новосибирская область
544,Искитим,54.6267603,83.2951244,Новосибирская,RU-NVS,Сибирский,0,50412000000,50712000001,5400000500000,6965fcac-b7e4-4cab-ab35-a591ed65edf5,,Искитим,Новосибирская область
545,Карасук,53.7343189,78.0422967,Новосибирская,RU-NVS,Сибирский,1,50217501000,50617101001,5400900100000,23d59dbe-1aed-4564-84da-fe921f9ce294,,Карасук,Новосибирская область
546,Каргат,55.1945666,80.2829495,Новосибирская,RU-NVS,Сибирский,1,50219501000,50619101001,5401000100000,f3a2db25-007e-4830-b460-e763ced3a642,,Каргат,Новосибирская область
547,Куйбышев,55.4685094,78.3242048,Новосибирская,RU-NVS,Сибирский,0,50415000000,50630101001,5401501800000,1b70e712-092e-4c45-9984-af3a2c7cfdd7,,Куйбышев,Новосибирская область
548,Купино,54.366055,77.2973368,Новосибирская,RU-NVS,Сибирский,1,50232501000,50632101001,5401600100000,b1467e32-e362-4e64-b5d7-0d7deba77505,,Купино,Новосибирская область
549,Новосибирск,55.028191,82.9211489,Новосибирская,RU-NVS,Сибирский,2,50401000000,50701000001,5400000100000,8dea00e3-9aab-4d8e-887c-ef2aaa546456,,Новосибирск,Новосибирская область
550,Обь,54.9945576,82.6937181,Новосибирская,RU-NVS,Сибирский,0,50417000000,50717000001,5400000300000,8571e389-8c43-4c36-afae-b532d078c928,,Обь,Новосибирская область
551,Татарск,55.2146167,75.9739914,Новосибирская,RU-NVS,Сибирский,0,50418000000,50650101001,5402302200000,17f3169d-63c5-4c04-9395-298333f7e0f4,,Татарск,Новосибирская область
552,Тогучин,55.2251631,84.4104118,Новосибирская,RU-NVS,Сибирский,1,50252501000,50652101001,5402400100000,579da04d-579c-4ef7-8f84-aa63088be55b,,Тогучин,Новосибирская область
553,Черепаново,54.2206476,83.3724521,Новосибирская,RU-NVS,Сибирский,1,50257501000,50657101001,5402800100000,e849dc37-0f3b-4a66-8f0e-780c75927025,,Черепаново,Новосибирская область
554,Чулым,55.0906867,80.9592508,Новосибирская,RU-NVS,Сибирский,1,50259501000,50659101001,5403000100000,bd136162-7404-4915-b456-239426f78b94,,Чулым,Новосибирская область
555,Исилькуль,54.9096002,71.2816284,Омская,RU-OMS,Сибирский,1,52405000000,52615101001,5500700100000,097baa31-3a80-4fea-b34b-c613fbd8730e,,Исилькуль,Омская область
556,Калачинск,55.0598155,74.5653644,Омская,RU-OMS,Сибирский,1,52410000000,52618101001,5500800100000,fc59f020-5c8e-45e8-baf5-c9069a61e4a9,,Калачинск,Омская область
557,Называевск,55.5689323,71.3503426,Омская,RU-OMS,Сибирский,1,52413000000,52636101001,5501600100000,db2e2372-fed9-426b-a861-e64e2201f225,,Называевск,Омская область
558,Омск,54.9848566,73.3674517,Омская,RU-OMS,Сибирский,2,52401000000,52701000001,5500000100000,140e31da-27bf-4519-9ea0-6185d681d44e,,Омск,Омская область
559,Тара,56.9160511,74.3649194,Омская,RU-OMS,Сибирский,1,52415000000,52654101001,5502800100000,191443b9-a283-4368-a09d-0a98f16c7dc5,,Тара,Омская область
560,Тюкалинск,55.8703415,72.1954747,Омская,RU-OMS,Сибирский,1,52418000000,52656101001,5503000100000,10959db6-8297-49eb-93e9-2bb7641898ce,,Тюкалинск,Омская область
561,Абдулино,53.6778906,53.6472483,Оренбургская,RU-ORE,Приволжский,1,53404000000,53704000001,5605500100000,5e796fe8-2870-4a24-a14a-5669ca0141e5,,Абдулино,Оренбургская область
562,Бугуруслан,53.6523728,52.4326853,Оренбургская,RU-ORE,Приволжский,0,53408000000,53708000001,5600000500000,680f6208-865b-43b4-ab24-1f42f51d2c33,,Бугуруслан,Оренбургская область
563,Бузулук,52.7881277,52.2624877,Оренбургская,RU-ORE,Приволжский,0,53412000000,53712000001,5600000600000,653b316e-d0ca-414e-9211-03a96643e91b,,Бузулук,Оренбургская область
564,Гай,51.4649189,58.4436875,Оренбургская,RU-ORE,Приволжский,0,53413000000,53713000001,5600000700000,c9a3cd9e-a133-4de9-aafb-a6e0b664312c,,Гай,Оренбургская область
565,Кувандык,51.4783857,57.3612636,Оренбургская,RU-ORE,Приволжский,0,53414000000,53714000001,5600000800000,7644221b-0ef9-40c3-8378-cb0e2299747e,,Кувандык,Оренбургская область
566,Медногорск,51.4037617,57.583163,Оренбургская,RU-ORE,Приволжский,0,53415000000,53715000001,5600000200000,86204c33-b552-4ebd-a93a-9dc8b274ee9c,,Медногорск,Оренбургская область
567,Новотроицк,51.1964202,58.3018192,Оренбургская,RU-ORE,Приволжский,0,53420000000,53720000001,5600000300000,5cb431ac-6645-47b2-9716-5fccc9ec1d7f,,Новотроицк,Оренбургская область
568,Оренбург,51.7875092,55.1018828,Оренбургская,RU-ORE,Приволжский,2,53401000000,53701000001,5600000100000,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,,Оренбург,Оренбургская область
569,Орск,51.2294282,58.4752777,Оренбургская,RU-ORE,Приволжский,0,53423000000,53723000001,5600000400000,71e7cb45-f365-4e6b-b068-a7d35349c3ba,,Орск,Оренбургская область
570,Соль-Илецк,51.1633736,54.9896726,Оренбургская,RU-ORE,Приволжский,1,53425000000,53725000001,5601500100000,d2d93864-f4a5-4ac2-b953-b230cc9d0fa0,,Соль-Илецк,Оренбургская область
571,Сорочинск,52.426685,53.1542745,Оренбургская,RU-ORE,Приволжский,0,53427000000,53727000001,5600000900000,1d9296cc-f534-4e81-9e97-c31d3ef9c25a,,Сорочинск,Оренбургская область
572,Ясный,51.036838,59.874344,Оренбургская,RU-ORE,Приволжский,1,53432000000,53732000001,5600001000000,c30ba5a3-1222-4fde-a8d0-ef2d8494e4c8,,Ясный,Оренбургская область
573,Болхов,53.4438496,36.0076833,Орловская,RU-ORL,Центральный,1,54204501000,54604101001,5700200100000,4393f437-1a48-4083-bed9-ad3382fdad16,,Болхов,Орловская область
574,Дмитровск,52.5054851,35.1415009,Орловская,RU-ORL,Центральный,1,54212501000,54612101001,5700500100000,25748825-cbac-4a45-b3d6-4770c3872478,,Дмитровск,Орловская область
575,Ливны,52.4284558,37.6039506,Орловская,RU-ORL,Центральный,0,54405000000,54705000001,5700000200000,aef2c735-2e21-42e5-8638-9667bade6a2b,,Ливны,Орловская область
576,Малоархангельск,52.4002192,36.5038579,Орловская,RU-ORL,Центральный,1,54232501000,54632101001,5701400100000,2afa3f40-891a-4640-a1cf-af9a5a6d1eb7,,Малоархангельск,Орловская область
577,Мценск,53.2788438,36.5749105,Орловская,RU-ORL,Центральный,0,54410000000,54710000001,5700000300000,76f2780b-0f1c-4818-98a4-13da5c8a2c80,,Мценск,Орловская область
578,Новосиль,52.97454,37.0437146,Орловская,RU-ORL,Центральный,1,54243501000,54643101001,5701700100000,5f17239d-7e83-4e7d-afcd-b94e451465c9,,Новосиль,Орловская область
579,Орёл,52.9671298,36.0696427,Орловская,RU-ORL,Центральный,2,54401000000,54701000001,5700000100000,2abed4d9-5565-4885-bc96-f4ffccc6cba4,,Орел,Орловская область
580,Белинский,52.9640996,43.4183212,Пензенская,RU-PNZ,Приволжский,1,56212501000,56612101,5800500100000,ea57fb75-444f-4f54-b89e-d66ac91774ba,,Белинский,Пензенская область
581,ище,53.2726916,45.7026142,Пензенская,RU-PNZ,Приволжский,1,56218501000,56618101001,5800800100000,b9d45c36-c679-40bb-8168-7ab78913a2c7,,Городище,Пензенская область
582,Заречный,53.1960836,45.1689907,Пензенская,RU-PNZ,Приволжский,0,56534000000,56734000001,5800000200000,ff38fc0c-d739-4627-a2f4-58af8f3d9d42,,Заречный,Пензенская область
583,Каменка,53.1855463,44.0469717,Пензенская,RU-PNZ,Приволжский,1,56229501000,56629101001,5801100100000,e5313349-e01d-47a2-b329-b1629c243520,,Каменка,Пензенская область
584,Кузнецк,53.1130888,46.605092,Пензенская,RU-PNZ,Приволжский,1,56405000000,56705000001,5800000300000,b4751488-e03d-416c-9cde-af7465256bfa,,Кузнецк,Пензенская область
585,Нижний Ломов,53.5300905,43.6730217,Пензенская,RU-PNZ,Приволжский,1,56251501000,56651101001,5802200100000,f852d3a4-5d39-4a1b-be4a-f20ca9c4e60c,,Нижний Ломов,Пензенская область
586,Никольск,53.7137496,46.0799857,Пензенская,RU-PNZ,Приволжский,1,56253501000,56653101001,5802300100000,6e26041a-db1c-4f41-93f1-f056ab0b70ef,,Никольск,Пензенская область
587,Пенза,53.1753314,45.0348625,Пензенская,RU-PNZ,Приволжский,2,56401000000,56701000001,5800000100000,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,,Пенза,Пензенская область
588,Сердобск,52.4697595,44.2122414,Пензенская,RU-PNZ,Приволжский,1,56256501000,56656101001,5802500100000,20c2c219-f4a8-4d07-93c9-72bd6766c0b6,,Сердобск,Пензенская область
589,Спасск,53.9271974,43.1859073,Пензенская,RU-PNZ,Приволжский,1,56206501000,56606101001,5800300100000,d005a0db-1deb-4728-a800-1e423fa804df,,Спасск,Пензенская область
590,Сурск,53.0761357,45.6910796,Пензенская,RU-PNZ,Приволжский,0,56218508000,56618108001,5800800200000,d8f506c4-a1e4-4524-b997-8651cb6f0af0,,Сурск,Пензенская область
591,Александровск,59.1613221,57.5763459,Пермский,RU-PER,Приволжский,0,57405000000,57502000001,5900000300000,4f07ade1-1415-44c8-bed9-e851f1ef558d,,Александровск,Пермский край
592,Березники,59.4079923,56.8039427,Пермский,RU-PER,Приволжский,0,57408000000,57708000001,5900000200000,4ffcde97-05e9-4a6e-bd51-3a984b41b7bd,,Березники,Пермский край
593,Верещагино,58.0797571,54.6581309,Пермский,RU-PER,Приволжский,1,57212501000,57712000001,5900500100000,9bd0970e-7fbb-4a64-a625-af7670526dba,,Верещагино,Пермский край
594,Горнозаводск,58.3742532,58.3231716,Пермский,RU-PER,Приволжский,1,57214501000,57714000001,5900600100000,17644b43-80ff-4dea-b823-3b9dbf9e9ef0,,Горнозаводск,Пермский край
595,Гремячинск,58.5626082,57.8520572,Пермский,RU-PER,Приволжский,0,57412000000,57715000001,5900000400000,edeaf203-1bc3-4fe1-b3ed-15eb89978783,,Гремячинск,Пермский край
596,Губаха,58.8371721,57.554533,Пермский,RU-PER,Приволжский,0,57415000000,57717000001,5900000500000,1dc365d3-60b1-41ea-a3b3-1c599024cf30,,Губаха,Пермский край
597,Добрянка,58.469685,56.4130737,Пермский,RU-PER,Приволжский,0,57416000000,57718000001,5900000600000,230c2f4d-fd9d-46fc-8bbd-b8de26810790,,Добрянка,Пермский край
598,Кизел,59.0512783,57.6471028,Пермский,RU-PER,Приволжский,0,57418000000,57719000001,5900000700000,cc8b9eb5-bd4e-4472-8314-f889e8a6679c,,Кизел,Пермский край
599,Красновишерск,60.3901321,57.0535682,Пермский,RU-PER,Приволжский,1,57226501000,57760000001,5901300100000,f42f49ba-d949-4245-843a-6ec5203d2fcd,,Красновишерск,Пермский край
600,Краснокамск,58.0822065,55.7479936,Пермский,RU-PER,Приволжский,0,57420000000,57720000001,5900001500000,22ac4485-bdf3-422e-b67f-9b3aba46de5e,,Краснокамск,Пермский край
601,Кудымкар,59.0167925,54.6572508,Пермский,RU-PER,Приволжский,0,57421000000,57721000001,5900001400000,d36590ad-0286-44a2-876d-7732deee4234,,Кудымкар,Пермский край
602,Кунгур,57.4283296,56.9438656,Пермский,RU-PER,Приволжский,0,57422000000,57722000001,5900000900000,73e5113d-949a-4a9e-8e44-6eae9ef93747,,Кунгур,Пермский край
603,Лысьва,58.0995875,57.8086825,Пермский,RU-PER,Приволжский,0,57427000000,57726000001,5900001000000,5d7c95a5-a4d7-4fb4-9774-93e527636a9e,,Лысьва,Пермский край
604,Нытва,57.9336725,55.3356084,Пермский,RU-PER,Приволжский,1,57234501000,57727000001,5901400100000,a49957ba-7860-484f-bf7a-abbbe1d76bab,,Нытва,Пермский край
605,Оса,57.2889515,55.4688668,Пермский,RU-PER,Приволжский,1,57240501000,57728000001,5901600100000,18e7b084-c83f-40bf-9378-d26628528a19,,Оса,Пермский край
606,Оханск,57.7180034,55.3872469,Пермский,RU-PER,Приволжский,1,57242501000,57729000001,5901800100000,48159476-c6db-4258-a0bc-f8ee52e7aef6,,Оханск,Пермский край
607,Очер,57.8852686,54.7161091,Пермский,RU-PER,Приволжский,1,57244501000,57762000001,5901900100000,6a9b1a8a-5da1-470c-a03a-ecbb3cee0ee9,,Очер,Пермский край
608,Пермь,58.0102583,56.2342034,Пермский,RU-PER,Приволжский,2,57401000000,57701000001,5900000100000,a309e4ce-2f36-4106-b1ca-53e0f48a6d95,,Пермь,Пермский край
609,Соликамск,59.6482998,56.771009,Пермский,RU-PER,Приволжский,0,57430000000,57730000001,5900001100000,8b698775-fe5e-4fc0-9f0d-272855d82d15,,Соликамск,Пермский край
610,Усолье,59.4277573,56.6837872,Пермский,RU-PER,Приволжский,1,57253501000,57708000006,5902400100000,9acef094-749b-406f-89a2-98c02ebf50c5,,Усолье,Пермский край
611,Чайковский,56.7781501,54.1477965,Пермский,RU-PER,Приволжский,0,57435000000,57735000001,5900001200000,06d7a6d6-8f57-4e5a-b698-2bc44c92bb84,,Чайковский,Пермский край
612,Чердынь,60.4011933,56.4799933,Пермский,RU-PER,Приволжский,1,57256501000,57756000001,5902700100000,242133ad-1c0f-43f0-9865-7b5f914a778f,,Чердынь,Пермский край
613,Чермоз,58.7842834,56.1507138,Пермский,RU-PER,Приволжский,0,57220504000,57759000006,5900800200000,8f353d4e-1374-4a88-a06b-51c6a3f9acd1,,Чермоз,Пермский край
614,Чернушка,56.5160768,56.0763049,Пермский,RU-PER,Приволжский,1,57257501000,57757000001,5902800100000,c3a35399-c5ea-4f12-bf34-c2cc21e1cc60,,Чернушка,Пермский край
615,Чусовой,58.2974596,57.8193615,Пермский,RU-PER,Приволжский,0,57440000000,57758000001,5900001300000,784b1911-182d-476b-a4ad-0f3fa1ef7777,,Чусовой,Пермский край
616,Арсеньев,44.1622031,133.2696209,Приморский,RU-PRI,Дальневосточный,0,05403000000,05703000001,2500000200000,36e4c7ce-7320-48ee-8320-0587c1e09917,,Арсеньев,Приморский край
617,Артем,43.3501675,132.1596175,Приморский,RU-PRI,Дальневосточный,0,05405000000,05705000001,2500000300000,3ce80b09-9b72-4e68-9b2d-becaaee4570e,,Артем,Приморский край
618,Большой Камень,43.1111742,132.3480082,Приморский,RU-PRI,Дальневосточный,0,05406000000,05706000001,2500000700000,1315186b-9ae8-4f92-b3a5-1db055c15358,,Большой Камень,Приморский край
619,Владивосток,43.1164904,131.8823937,Приморский,RU-PRI,Дальневосточный,2,05401000000,05701000001,2500000100000,7b6de6a5-86d0-4735-b11a-499081111af8,,Владивосток,Приморский край
620,Дальнегорск,44.5539457,135.5662716,Приморский,RU-PRI,Дальневосточный,0,05407000000,05707000001,2500000800000,b2a863e2-37be-4858-b65e-0babc3872052,,Дальнегорск,Приморский край
621,Дальнереченск,45.9308483,133.7316907,Приморский,RU-PRI,Дальневосточный,0,05408000000,05708000001,2500000900000,e6e6c2b1-20cf-47a7-9a4b-39e8a96cc5c8,,Дальнереченск,Приморский край
622,Лесозаводск,45.4780092,133.4186199,Приморский,RU-PRI,Дальневосточный,0,05411000000,05711000001,2500001200000,71b4cdae-5e53-4406-a418-1e8b5c17dc2e,,Лесозаводск,Приморский край
623,Находка,42.8239372,132.8927361,Приморский,RU-PRI,Дальневосточный,0,05414000000,05714000001,2500000400000,225a3506-35aa-4456-8bd7-244bdfbc4eaf,,Находка,Приморский край
624,Партизанск,43.1280578,133.1264567,Приморский,RU-PRI,Дальневосточный,0,05417000000,05717000001,2500000500000,b62edf86-4257-4e80-ade6-857529bd1b1e,,Партизанск,Приморский край
625,Спасск-Дальний,44.5901175,132.8157288,Приморский,RU-PRI,Дальневосточный,0,05420000000,05720000001,2500001000000,e55554eb-c571-49d2-bf69-c3c4acf8b10b,,Спасск-Дальний,Приморский край
626,Уссурийск,43.7971818,131.9518229,Приморский,RU-PRI,Дальневосточный,0,05423000000,05723000001,2500001100000,de7335fb-9baa-48eb-927d-0bb299b2e5bc,,Уссурийск,Приморский край
627,Фокино,42.9706317,132.4110196,Приморский,RU-PRI,Дальневосточный,0,05547000000,05747000001,2500000600000,fdb16823-586f-43d2-a1b4-b1c7c7f00bcd,,Фокино,Приморский край
628,Великие Луки,56.332208,30.5508641,Псковская,RU-PSK,Северо-Западный,0,58410000000,58710000001,6000000200000,ca091eae-2c39-4730-b57d-b2fa570f71cb,,Великие Луки,Псковская область
629,Гдов,58.7432429,27.8264809,Псковская,RU-PSK,Северо-Западный,1,58208501000,58608101001,6000400100000,cdbe4f8f-1a44-4c99-a3c8-06b501a3ad2e,,Гдов,Псковская область
630,Дно,57.826974,29.9629389,Псковская,RU-PSK,Северо-Западный,1,58212501000,58612101001,6000600100000,31e4b2e4-ae67-43db-82ea-8728cd5a71c7,,Дно,Псковская область
631,Невель,56.0201973,29.9239983,Псковская,RU-PSK,Северо-Западный,1,58220501000,58620101001,6001000100000,6570fdb6-7602-477e-a783-f186456dabfe,,Невель,Псковская область
632,Новоржев,57.029807,29.3433083,Псковская,RU-PSK,Северо-Западный,1,58223501000,58623101001,6001100100000,236c48ca-48c9-471f-8891-0b73ea89bc2b,,Новоржев,Псковская область
633,Новосокольники,56.3408431,30.1527573,Псковская,RU-PSK,Северо-Западный,1,58226501000,58626101001,6001200100000,af8fb4a0-5d4e-4e0e-94fc-20021da2f67a,,Новосокольники,Псковская область
634,Опочка,56.710725,28.6717519,Псковская,RU-PSK,Северо-Западный,1,58229501000,58629101001,6001300100000,59c2f176-3b63-4086-bc6c-efa246c64a1e,,Опочка,Псковская область
635,Остров,57.3451528,28.3437593,Псковская,RU-PSK,Северо-Западный,1,58233501000,58633101001,6001400100000,67d379ab-16ac-40d0-95c0-f5f1cbeb578d,,Остров,Псковская область
636,Печоры,57.8145817,27.622259,Псковская,RU-PSK,Северо-Западный,1,58240501000,58640101001,6001600100000,8cb44bcc-4e46-409a-972a-b99a59fcc7e9,,Печоры,Псковская область
637,Порхов,57.7765219,29.5436626,Псковская,RU-PSK,Северо-Западный,1,58247501000,58647101001,6001800100000,c02d55c3-2086-400f-81b7-f1f540f31a87,,Порхов,Псковская область
638,Псков,57.8194415,28.3317198,Псковская,RU-PSK,Северо-Западный,2,58401000000,58701000001,6000000100000,2858811e-448a-482e-9863-e03bf06bb5d4,,Псков,Псковская область
639,Пустошка,56.3374813,29.3668055,Псковская,RU-PSK,Северо-Западный,1,58250501000,58650101001,6001900100000,28a7a368-16ab-4ffc-9b3e-4a4c3e16bf74,,Пустошка,Псковская область
640,Пыталово,57.0637952,27.9236214,Псковская,RU-PSK,Северо-Западный,1,58253501000,58653101001,6002100100000,8cfcdc08-f726-4aff-abfa-b20199b32172,,Пыталово,Псковская область
641,Себеж,56.2908554,28.4724326,Псковская,RU-PSK,Северо-Западный,1,58254501000,58654101001,6002200100000,749fbd77-ddae-408b-8ad8-154a0a22306a,,Себеж,Псковская область
642,Адыгейск,44.878414,39.190289,Адыгея,RU-AD,Южный,0,79403000000,79703000001,0100000200000,ccdfd496-8108-4655-aadd-bd228747306d,,Адыгейск,Республика Адыгея
643,Майкоп,44.6098268,40.1006606,Адыгея,RU-AD,Южный,2,79401000000,79701000001,0100000100000,8cfbe842-e803-49ca-9347-1ef90481dd98,,Майкоп,Республика Адыгея
644,Горно-Алтайск,51.9581028,85.9603235,Алтай,RU-AL,Сибирский,2,84401000000,84701000001,0400000100000,0839d751-b940-4d3d-afb6-5df03fdd7791,,Горно-Алтайск,Республика Алтай
645,Агидель,55.8999056,53.9220144,Башкортостан,RU-BA,Приволжский,0,80403000000,80703000001,0200000200000,8294b97c-7553-499e-8369-821d6eb0fdc7,,Агидель,Республика Башкортостан
646,Баймак,52.5912896,58.3110998,Башкортостан,RU-BA,Приволжский,1,80404000000,80606101001,0200600100000,874d4c58-31cd-4309-80db-8f14863efdbb,,Баймак,Республика Башкортостан
647,Белебей,54.1034582,54.1113129,Башкортостан,RU-BA,Приволжский,1,80405000000,80609101001,0200900100000,11e85c3e-c276-43b3-94e8-6b7f6cde5ac1,,Белебей,Республика Башкортостан
648,Белорецк,53.9676488,58.4100419,Башкортостан,RU-BA,Приволжский,1,80410000000,80611101001,0201100100000,dd65b1de-c076-4126-9b56-c4b4979e2b0f,,Белорецк,Республика Башкортостан
649,Бирск,55.4155753,55.5582214,Башкортостан,RU-BA,Приволжский,1,80415000000,80613101001,0201300100000,8c049a5c-f080-4052-93a9-89decf401900,,Бирск,Республика Башкортостан
650,Благовещенск,55.0499867,55.9553186,Башкортостан,RU-BA,Приволжский,1,80417000000,80615101001,0201500100000,da7ef573-cdbe-458e-a790-b29ad3a3d140,,Благовещенск,Республика Башкортостан
651,Давлеканово,54.2226707,55.0312373,Башкортостан,RU-BA,Приволжский,1,80419000000,80622101001,0205900100000,d820f602-8763-4f63-be89-10077a2f025b,,Давлеканово,Республика Башкортостан
652,Дюртюли,55.4848318,54.8524765,Башкортостан,RU-BA,Приволжский,1,80418000000,80624101001,0206000100000,d4ac608f-5096-4529-bab2-68a26c64272e,,Дюртюли,Республика Башкортостан
653,Ишимбай,53.4545764,56.0438751,Башкортостан,RU-BA,Приволжский,1,80420000000,80631101001,0202600100000,b3d2e10f-752d-4b90-b54b-9d6545f38ae0,,Ишимбай,Республика Башкортостан
654,Кумертау,52.7564939,55.7970197,Башкортостан,RU-BA,Приволжский,0,80423000000,80723000001,0200000700000,48e38991-07fd-4aaa-b240-a7280e4a823f,,Кумертау,Республика Башкортостан
655,Межгорье,54.2397689,57.9614547,Башкортостан,RU-BA,Приволжский,0,80507000000,80707000001,0200000800000,5fd3a551-8553-4571-bfc8-2bfb211686f5,,Межгорье,Республика Башкортостан
656,Мелеуз,52.9589532,55.9282838,Башкортостан,RU-BA,Приволжский,1,80425000000,80641101001,0203500100000,c516337d-f590-439b-83ad-6f15a9325740,,Мелеуз,Республика Башкортостан
657,Нефтекамск,56.088377,54.2483061,Башкортостан,RU-BA,Приволжский,0,80427000000,80727000001,0200000300000,2c9997d2-ce94-431a-96c9-722d2238d5c8,,Нефтекамск,Республика Башкортостан
658,Октябрьский,54.4815311,53.4655972,Башкортостан,RU-BA,Приволжский,0,80435000000,80735000001,0200000400000,abd1bc35-ec51-437a-abee-76a4f620f662,,Октябрьский,Республика Башкортостан
659,Салават,53.3616974,55.9245224,Башкортостан,RU-BA,Приволжский,0,80439000000,80739000001,0200000500000,fc14353f-5a1d-4f22-94ea-b900bad9a9f1,,Салават,Республика Башкортостан
660,Сибай,52.7204651,58.6663783,Башкортостан,RU-BA,Приволжский,0,80443000000,80743000001,0200000600000,d7825646-76f7-4322-a88c-42cc90cbd2b2,,Сибай,Республика Башкортостан
661,Стерлитамак,53.6300864,55.9317089,Башкортостан,RU-BA,Приволжский,1,80445000000,80745000001,0200001400000,84e0b23d-82fe-40a8-8739-55e679780dc3,,Стерлитамак,Республика Башкортостан
662,Туймазы,54.5999224,53.6950623,Башкортостан,RU-BA,Приволжский,1,80450000000,80651101001,0204400100000,511a0136-f60c-451b-a2eb-3402103f1223,,Туймазы,Республика Башкортостан
663,Уфа,54.734944,55.9578468,Башкортостан,RU-BA,Приволжский,2,80401000000,80701000001,0200000100000,7339e834-2cb4-4734-a4c7-1fca2c66e562,,Уфа,Республика Башкортостан
664,Учалы,54.3067375,59.4125461,Башкортостан,RU-BA,Приволжский,1,80455000000,80653101001,0204600100000,7b2b052a-49df-4aff-a36f-fb82957da2ea,,Учалы,Республика Башкортостан
