,city,region_name,lat_x,lon_x,lat_y,lon_y,distance_km
354,Макушино,Курганская область,55.2153947,67.2451705,55.208321,67.252739,0.9215351676440116
766,Буинск,Республика Татарстан,54.9641538,48.2901209,54.9722866,48.2928964,0.921515453484222
634,Опочка,Псковская область,56.710725,28.6717519,56.71167,28.656818,0.9174590805169518
477,Химки,Московская область,55.888657,37.4303702,55.8892847,37.4449896,0.9143036045580603
975,Кувшиново,Тверская область,57.0265168,34.1676009,57.0314657,34.1796637,0.9141520066373653
1054,Комсомольск-на-Амуре,Хабаровский край,50.5498936,137.0079408,50.550877,137.020782,0.9138376615375978
849,Маркс,Саратовская область,51.7133337,46.7400339,51.7069911,46.7483653,0.9093518303062367
480,Чехов,Московская область,55.1508011,37.4533252,55.1426603,37.4545328,0.9084624405551056
459,Орехово-Зуево,Московская область,55.8151421,38.9869822,55.8083278,38.9790038,0.9069958057070744
258,Ленинск-Кузнецкий,Кемеровская область - Кузбасс,54.6674492,86.1797324,54.665443,86.166115,0.9036745762429726
1094,Алатырь,Чувашская Республика,54.8397989,46.5721997,54.84582955,46.5627484284573,0.903261366079567
140,Эртиль,Воронежская область,51.830932,40.8074182,51.8367188,40.7982804,0.899041967761463
240,Спас-Деменск,Калужская область,54.409922,34.0189631,54.4118,34.032398,0.8941264474245845
123,Устюжна,Вологодская область,58.8383117,36.4425478,58.8428204,36.4296982,0.893255962237964
850,Новоузенск,Саратовская область,50.455199,48.1413153,50.462326,48.135532,0.8919891074541617
776,Менделеевск,Республика Татарстан,55.895169,52.3143347,55.8878706,52.308443,0.8908233111431993
178,Зима,Иркутская область,53.920693,102.0491772,53.928402,102.052727,0.8881547174986768
627,Фокино,Приморский край,42.9706317,132.4110196,42.9772084,132.404905,0.8844587685431686
11,Яровое,Алтайский край,52.9252146,78.5729775,52.919704,78.563568,0.8794175952480322
625,Спасск-Дальний,Приморский край,44.5901175,132.8157288,44.5980135,132.815701,0.8779979002017189
482,Щелково,Московская область,55.9233801,37.9783707,55.9206499,37.9915576,0.8759009260614172
62,Севск,Брянская область,52.1483358,34.4918415,52.156021,34.494572,0.8746247775245808
111,Бабаево,Вологодская область,59.3892583,35.9377058,59.3969942,35.940425,0.8738598072989028
943,Кисловодск,Ставропольский край,43.9052044,42.7168721,43.9128743,42.7192186,0.8733242170631184
901,Нижние Серги,Свердловская область,56.6544959,59.2953035,56.6619,59.30003,0.8725044255259912
695,Медвежьегорск,Республика Карелия,62.9127626,34.4568489,62.915024,34.473339,0.8719435055498225
736,Краснослободск,Республика Мордовия,54.4248207,43.7845011,54.41722155,43.78771247915593,0.87015427227
840,Аркадак,Саратовская область,51.938831,43.4999221,51.942913,43.489098,0.8698024959643678
843,Балашов,Саратовская область,51.5388697,43.1839757,51.537084,43.1717621,0.86774948575551
141,Биробиджан,Еврейская автономная область,48.7946446,132.9217207,48.7881668,132.9282082,0.8629528556085921
884,Дегтярск,Свердловская область,56.7048206,60.079138,56.698341,60.086807,0.8592401624314706
38,Знаменск,Астраханская область,48.5866291,45.7368019,48.588829,45.725632,0.8572162442389183
960,Тамбов,Тамбовская область,52.7213154,41.452264,52.72879,41.45536,0.856890258059735
805,Миллерово,Ростовская область,48.9260077,40.3984087,48.9196264,40.391854,0.8560611140085348
788,Абаза,Республика Хакасия,52.6516647,90.0885686,52.6510546,90.101159,0.8520270372019665
6,Змеиногорск,Алтайский край,51.1581094,82.1872547,51.1544658,82.1979928,0.8514578867858132
605,Оса,Пермский край,57.2889515,55.4688668,57.2829207,55.4602059,0.8488771552375842
330,Бородино,Красноярский край,55.9054121,94.9020967,55.8997187,94.8930452,0.8480259389356116
923,Демидов,Смоленская область,55.2682105,31.5062809,55.2643778,31.5178326,0.846899474024505
636,Печоры,Псковская область,57.8145817,27.622259,57.813305,27.608185,0.8456080415898272
635,Остров,Псковская область,57.3451528,28.3437593,57.344631,28.357817,0.8454363496998251
719,Евпатория,Республика Крым,45.190629,33.367634,45.1980721,33.36944258725357,0.8396810081767079
347,Ужур,Красноярский край,55.3141969,89.8333918,55.3197221,89.8424197,0.8389041765199242
424,Дзержинский,Московская область,55.6240869,37.8440276,55.6309186,37.8496653,0.8380502594110246
531,Боровичи,Новгородская область,58.3840197,33.9175929,58.389009,33.9068275,0.8375673935719691
501,Североморск,Мурманская область,69.0766801,33.4177759,69.069168,33.416656,0.8364907700027167
453,Можайск,Московская область,55.5069259,36.024043,55.5016383,36.0334703,0.8355520889213875
1066,Касли,Челябинская область,55.8868784,60.7421663,55.8904193,60.7538518,0.8282584573890397
1062,Еманжелинск,Челябинская область,54.7554548,61.3243477,54.759121,61.313198,0.8234079084698814
360,Железногорск,Курская область,52.3380202,35.3516867,52.3306193,35.3515011,0.8230391507368365
871,Южно-Сахалинск,Сахалинская область,46.9591631,142.737976,46.9574273,142.727438,0.8227309034462846
231,Кондрово,Калужская область,54.7959473,35.9274842,54.8028,35.9322,0.819749451914814
715,Армянск,Республика Крым,46.1059307,33.6910012,46.113261,33.6904091,0.8163692035527957
1097,Мариинский Посад,Чувашская Республика,56.111923,47.7142942,56.1178077,47.7220654,0.8125737529416746
903,Нижняя Салда,Свердловская область,58.0748272,60.7025418,58.071352,60.7146772,0.8115190573674568
744,Мирный,Республика Саха (Якутия),62.536232,113.9667728,62.541077,113.978584,0.8105870436037713
754,Ардон,Республика Северная Осетия – Алания,43.1755152,44.2955775,43.1758059,44.3055486,0.8092017823771581
706,Инта,Республика Коми,66.0367316,60.1152961,66.039749,60.13158,0.8082947271660897
19,Тында,Амурская область,55.1546441,124.7468904,55.149694,124.7375884,0.8076329774761807
801,Зерноград,Ростовская область,46.8495958,40.312837,46.844845,40.304813,0.8071255373088582
655,Межгорье,Республика Башкортостан,54.2397689,57.9614547,54.2410247,57.9736815,0.8066840796762561
105,Палласовка,Волгоградская область,50.0500944,46.8804277,50.045901,46.8896382,0.8061878136510959
15,Зея,Амурская область,53.7340088,127.265787,53.7403584,127.2716246,0.8036848643556149
57,Карачев,Брянская область,53.1296524,34.9888727,53.124191,34.996758,0.8034883206785328
510,Выкса,Нижегородская область,55.3207727,42.1678834,55.318774,42.1800408,0.8006554608690691
259,Мариинск,Кемеровская область - Кузбасс,56.2127383,87.7454924,56.206299,87.751259,0.7999106713358655
310,Кореновск,Краснодарский край,45.4641703,39.458949,45.4635863,39.4487565,0.797536106391911
982,Торжок,Тверская область,57.04133,34.9602344,57.040794,34.973373,0.7970412339947147
892,Качканар,Свердловская область,58.7051762,59.4839155,58.6981697,59.4810114,0.7969434820505201
669,Кяхта,Республика Бурятия,50.346543,106.4533516,50.353176,106.44915,0.7955266570834248
935,Благодарный,Ставропольский край,45.0989782,43.4306455,45.100857,43.420868,0.7953580238801818
340,Кодинск,Красноярский край,58.6032644,99.1797962,58.596329,99.182915,0.792065311844845
295,Мантурово,Костромская область,58.3265441,44.757494,58.333271,44.761791,0.7889428047134148
930,Рудня,Смоленская область,54.9441093,31.0794806,54.9471458,31.0906286,0.7879741496231025
129,Бутурлиновка,Воронежская область,50.8311818,40.5976923,50.828491,40.587322,0.787404865700324
110,Фролово,Волгоградская область,49.7649148,43.6648641,49.7645711,43.6539516,0.7847091763868471
282,Омутнинск,Кировская область,58.6698913,52.1894564,58.668304,52.17625,0.7837157484682251
349,Шарыпово,Красноярский край,55.5389739,89.1801044,55.5329127,89.1864204,0.7824262797187593
561,Абдулино,Оренбургская область,53.6778906,53.6472483,53.6828,53.655701,0.7796874837605968
145,Краснокаменск,Забайкальский край,50.0929703,118.0323936,50.096992,118.041344,0.7794971209620446
705,Емва,Республика Коми,62.5965137,50.8732125,62.598297,50.887928,0.7787543912904851
999,Киреевск,Тульская область,53.9319555,37.9220351,53.926712,37.929916,0.7785643142138674
646,Баймак,Республика Башкортостан,52.5912896,58.3110998,52.597919,58.30756,0.7749619170237105
26,Котлас,Архангельская область,61.2528972,46.633242,61.252151,46.647629,0.7738665395781773
297,Нея,Костромская область,58.2943349,43.8780948,58.288948,43.886444,0.7725919597872508
558,Омск,Омская область,54.9848566,73.3674517,54.991375,73.371529,0.7700762963288788
333,Енисейск,Красноярский край,58.4485261,92.1651083,58.4532212,92.1748169,0.7691650498449264
980,Старица,Тверская область,56.514876,34.9336396,56.5081105,34.9314738,0.7639347979195601
443,Краснозаводск,Московская область,56.4409979,38.2320307,56.440507,38.244339,0.7585386070383888
564,Гай,Оренбургская область,51.4649189,58.4436875,51.471443,58.440517,0.7579608028394711
1043,Можга,Удмуртская Республика,56.4427774,52.2137886,56.44903635,52.21859474400328,0.756054319141168
237,Мосальск,Калужская область,54.4824939,34.9872239,54.487293,34.978954,0.7550702848496335
1050,Ульяновск,Ульяновская область,54.3079415,48.3748487,54.3107593,48.3642771,0.7539871421284567
91,Юрьев-Польский,Владимирская область,56.4937757,39.6680539,56.4971948,39.67864,0.7528265077319108
755,Беслан,Республика Северная Осетия – Алания,43.1937529,44.5338707,43.1875572,44.5375689,0.7513408309618931
662,Туймазы,Республика Башкортостан,54.5999224,53.6950623,54.606537,53.6974004,0.7507682537450697
58,Клинцы,Брянская область,52.7529119,32.233911,52.758511,32.240097,0.7489487339494382
373,Выборг,Ленинградская область,60.7130801,28.7328336,60.709217,28.744051,0.7462359353156202
821,Ряжск,Рязанская область,53.7067584,40.0522274,53.708878,40.062984,0.7461642443488511
984,Удомля,Тверская область,57.8787314,35.0167348,57.877998,35.0042,0.7455857225305054
763,Бавлы,Республика Татарстан,54.4062891,53.2458065,54.4030866,53.2357016,0.744669734659645
67,Унеча,Брянская область,52.8461199,32.6757629,52.8451,32.6867,0.7432153103566498
378,Кингисепп,Ленинградская область,59.3740435,28.6112444,59.3743982,28.5981591,0.7422769179352172
20,Циолковский,Амурская область,51.762481,128.1219846,51.7632244,128.13269628906585,0.7418040579545163
514,Заволжье,Нижегородская область,56.6404286,43.3872492,56.639992,43.399353,0.7416834979021185
126,Бобров,Воронежская область,51.0901649,40.0318256,51.0967999,40.0307798,0.741384472328797
506,Бор,Нижегородская область,56.3565458,44.0646481,56.3598289,44.0542641,0.7365153274814643
548,Купино,Новосибирская область,54.366055,77.2973368,54.364929,77.30854,0.7365036877169209
144,Борзя,Забайкальский край,50.3876058,116.5234779,50.3851808,116.5330685,0.7314754941722894
267,Тайга,Кемеровская область - Кузбасс,56.0622131,85.6207182,56.065071,85.631325,0.7311138110553671
633,Новосокольники,Псковская область,56.3408431,30.1527573,56.347385,30.152925,0.727499497053062
565,Кувандык,Оренбургская область,51.4783857,57.3612636,51.478756,57.350796,0.7260812775186345
1093,Шали,Чеченская Республика,43.1488691,45.9009629,43.153942,45.906578,0.7250348127223362
830,Нефтегорск,Самарская область,52.7972914,51.1637392,52.80381,51.163864,0.7248838044200075
227,Жуков,Калужская область,55.0301833,36.7394903,55.0338,36.7489,0.7220280273708741
603,Лысьва,Пермский край,58.0995875,57.8086825,58.09963345,57.796450638987736,0.7187660268631357
1075,Нязепетровск,Челябинская область,56.0536895,59.6097202,56.055508,59.598629,0.7177422981603437
554,Чулым,Новосибирская область,55.0906867,80.9592508,55.09,80.970459,0.7173104929323593
683,Магас,Республика Ингушетия,43.1688611,44.8131207,43.1666497,44.8048191,0.7167626277835165
775,Мамадыш,Республика Татарстан,55.7150413,51.4129016,55.7090757,51.4089032,0.709055553036887
124,Харовск,Вологодская область,59.9479423,40.2000298,59.9533237,40.2068249,0.7079658181527158
296,Нерехта,Костромская область,57.4543369,40.5723598,57.460655,40.573799,0.7077951895861594
979,Ржев,Тверская область,56.262881,34.3291002,56.2565207,34.328649,0.707781880297472
380,Кировск,Ленинградская область,59.8754216,30.981364,59.8813954,30.9855331,0.7038174969331094
81,Лакинск,Владимирская область,56.0180587,39.956551,56.015093,39.946558,0.7032101269365555
698,Питкяранта,Республика Карелия,61.5757191,31.4640557,61.5717807,31.4744211,0.7020041644787
228,Калуга,Калужская область,54.5059848,36.2516245,54.5101087,36.2598115,0.699735212281226
284,Слободской,Кировская область,58.7311574,50.1669249,58.7277816,50.1771234,0.6981473538300316
966,Весьегонск,Тверская область,58.6582598,37.2567558,58.6637264,37.2626496,0.6969022241296097
332,Дудинка,Красноярский край,69.4031364,86.1907218,69.406067,86.175072,0.6934701295602722
969,Зубцов,Тверская область,56.1760868,34.5825515,56.170071,34.585182,0.6884592126699567
143,Балей,Забайкальский край,51.5823759,116.6379549,51.578789,116.646042,0.6865403533398462
858,Александровск-Сахалинский,Сахалинская область,50.8974378,142.1578559,50.9013548,142.1654195993644,0.6863410776423089
305,Белореченск,Краснодарский край,44.7651876,39.8781494,44.7614149,39.8712943,0.6847621094257917
941,Изобильный,Ставропольский край,45.3684296,41.708702,45.3740796,41.7121154,0.6824928285317048
672,Буйнакск,Республика Дагестан,42.8214424,47.1165263,42.8260906,47.1219624,0.6809516084433703
0,Алейск,Алтайский край,52.4922513,82.7793606,52.4970221,82.7730755,0.6800490088629888
1049,Сенгилей,Ульяновская область,53.958964,48.7768269,53.9588733,48.7872182,0.6799071302728448
484,Электросталь,Московская область,55.7847291,38.4447045,55.7903785,38.4405711,0.679263276573078
407,Липецк,Липецкая область,52.610249,39.5947883,52.6041877,39.5936899,0.6780546728921546
573,Болхов,Орловская область,53.4438496,36.0076833,53.448994,36.002232,0.6764236266079491
234,Малоярославец,Калужская область,55.0177123,36.4633603,55.012181,36.4590246,0.6743137738347741
31,Няндома,Архангельская область,61.6654674,40.2062947,61.6612985,40.1970404,0.6733889800587245
468,Рошаль,Московская область,55.6632776,39.8656147,55.6583239,39.8717137,0.6706394366856816
497,Оленегорск,Мурманская область,68.1422058,33.2669407,68.140732,33.282597,0.6685618858021866
854,Саратов,Саратовская область,51.533557,46.034257,51.53952715,46.03338615081432,0.666577276286772
668,Закаменск,Республика Бурятия,50.372713,103.286699,50.377804,103.291527,0.6615777699400411
738,Саранск,Республика Мордовия,54.1809332,45.1862632,54.18671,45.18383,0.6615756287926835
160,Наволоки,Ивановская область,57.4679066,41.9608002,57.4737882,41.962231,0.6595759079698046
968,Западная Двина,Тверская область,56.2566492,32.0805315,56.2588518,32.0706461,0.6578537696791151
879,Верхняя Пышма,Свердловская область,56.9758903,60.5650383,56.9724682,60.5738926,0.6578245992539804
924,Десногорск,Смоленская область,54.146457,33.2833222,54.1516661,33.2881028,0.6575949240032348
915,Сысерть,Свердловская область,56.5005715,60.8190003,56.5030175,60.8093215,0.6532937678301071
545,Карасук,Новосибирская область,53.7343189,78.0422967,53.73447,78.032372,0.6530138641687903
16,Райчихинск,Амурская область,49.7941615,129.4112492,49.7967994,129.4031691,0.6499303226049767
1106,Гаврилов-Ям,Ярославская область,57.3091058,39.8546444,57.3032827,39.8537697,0.6496269914145079
665,Янаул,Республика Башкортостан,56.2650146,54.929907,56.27076,54.931702,0.6484027472716685
98,Котельниково,Волгоградская область,47.6310259,43.1330872,47.6332274,43.14109,0.6477137570762662
881,Верхняя Тура,Свердловская область,58.3643685,59.8265235,58.3605,59.81823,0.6473270481366165
641,Себеж,Псковская область,56.2908554,28.4724326,56.2893393,28.4825575,0.6471694622052516
632,Новоржев,Псковская область,57.029807,29.3433083,57.031181,29.332918,0.6470289370535922
1084,Чебаркуль,Челябинская область,54.9818567,60.3773121,54.977795,60.37009,0.6452598877503081
386,Мурино,Ленинградская область,60.044862,30.4571456,60.046193,30.4458901,0.6422023698232399
96,Калач-на-Дону,Волгоградская область,48.6889024,43.5306303,48.692699,43.524063,0.6407791622715957
199,Чегем,Кабардино-Балкарская Республика,43.5671525,43.5865792,43.57070415,43.59283554179869,0.64033565050452
541,Барабинск,Новосибирская область,55.35146,78.3464506,55.3567611,78.350348,0.6388718231231433
277,Котельнич,Кировская область,58.3034832,48.3475597,58.3053524,48.3372596,0.636641038743502
728,Ялта,Республика Крым,44.4953612,34.166308,44.4970713,34.1586871,0.6336563329107777
795,Батайск,Ростовская область,47.1383299,39.7507179,47.138527,39.742348,0.6334622279909192
983,Торопец,Тверская область,56.5012188,31.6355466,56.496479,31.641077,0.6268831577000644
94,Дубовка,Волгоградская область,49.0554742,44.8270085,49.06052,44.830776,0.6246263971254098
418,Видное,Московская область,55.551725,37.7061984,55.5571496,37.7087142,0.6235963548654738
629,Гдов,Псковская область,58.7432429,27.8264809,58.743066,27.8156854,0.6231710574619417
255,Калтан,Кемеровская область - Кузбасс,53.5210919,87.2771636,53.519459,87.286179,0.6230485747695584
959,Рассказово,Тамбовская область,52.6538833,41.874285,52.658699,41.879002,0.6228708166485011
1063,Златоуст,Челябинская область,55.1714905,59.6725549,55.1674213,59.6792625,0.6214529526497837
954,Жердевка,Тамбовская область,51.8422192,41.4617687,51.843933,41.470367,0.6206665308733543
729,Волжск,Республика Марий Эл,55.8623156,48.3715083,55.8636579,48.3618598,0.6202885395364443
75,Карабаново,Владимирская область,56.3131822,38.7034257,56.3084431,38.6981274,0.6200670593130295
553,Черепаново,Новосибирская область,54.2206476,83.3724521,54.226101,83.370468,0.6199560821748791
673,Дагестанские Огни,Республика Дагестан,42.1152296,48.1939354,42.1152434,48.1864201,0.6198948207292821
27,Мезень,Архангельская область,65.8398078,44.2532273,65.843956,44.244141,0.6194638439000906
166,Фурманов,Ивановская область,57.2539276,41.1054432,57.248756,41.10923,0.6185251927216396
865,Оха,Сахалинская область,53.5867839,142.9412411,53.5891082,142.9497542,0.6184873977685854
819,Новомичуринск,Рязанская область,54.0376572,39.74654,54.043011,39.744011,0.617793669405297
236,Мещовск,Калужская область,54.3191471,35.2816918,54.31521515,35.28841228898365,0.6173771029190628
835,Самара,Самарская область,53.1950306,50.1069518,53.198627,50.113987,0.6160703794872162
229,Киров,Калужская область,54.0790111,34.3076201,54.074322,34.302608,0.6154500705394109
137,Поворино,Воронежская область,51.1954419,42.2472726,51.199276,42.24094,0.6135643005218054
375,Гатчина,Ленинградская область,59.565237,30.1282473,59.5706273,30.1305083,0.6127525970012433
676,Каспийск,Республика Дагестан,42.8916007,47.6367066,42.8881414,47.6424676,0.6068281566458271
325,Усть-Лабинск,Краснодарский край,45.2227359,39.6929577,45.2178027,39.6896725,0.6058974826483553
920,Велиж,Смоленская область,55.6057916,31.1856206,55.6045223,31.1949976,0.6056738030487302
1090,Гудермес,Чеченская Республика,43.3519142,46.1035645,43.35696145,46.10078636190259,0.6045088685244955
666,Бабушкин,Республика Бурятия,51.7112755,105.8673219,51.7161749,105.8635328,0.6041045439285675
491,Кандалакша,Мурманская область,67.1567974,32.4143218,67.151442,32.4130551,0.5979990094940114
1116,Ярославль,Ярославская область,57.6215477,39.8977411,57.6263877,39.8933705,0.5977985964232025
239,Сосенский,Калужская область,54.0566016,35.9621646,54.0516143,35.9589929,0.5919463074370656
1096,Козловка,Чувашская Республика,55.8406025,48.2577735,55.8414764,48.2484231,0.5918236553824043
726,Феодосия,Республика Крым,45.0318393,35.3824259,45.033669,35.3753628,0.5911448374236037
382,Кудрово,Ленинградская область,59.9075226,30.5121008,59.9025191,30.5154613,0.5870679349584483
596,Губаха,Пермский край,58.8371721,57.554533,58.842407,57.555058,0.5828775367538805
1065,Карталы,Челябинская область,53.0536197,60.6478408,53.053261,60.639172,0.5807584812035114
563,Бузулук,Оренбургская область,52.7881277,52.2624877,52.788502,52.253899,0.5790569788166685
359,Дмитриев-Льговский,Курская область,52.1268464,35.0739038,52.1217424,35.07538926047222,0.5765278270369348
451,Лыткарино,Московская область,55.5778163,37.9033507,55.5822477,37.9080217,0.5735816587178334
313,Крымск,Краснодарский край,44.9344404,37.9855795,44.9295889,37.9880177,0.5725892652896803
139,Семилуки,Воронежская область,51.6951644,39.0190454,51.690403,39.022186,0.5719886389181977
215,Правдинск,Калининградская область,54.4430986,21.0085269,54.447144,21.01399,0.5719426885529932
810,Ростов-на-Дону,Ростовская область,47.2224566,39.718803,47.2213858,39.7114196,0.5701596383431695
1108,Любим,Ярославская область,58.3620228,40.686841,58.35762,40.691818,0.5691745028000279
63,Сельцо,Брянская область,53.3739884,34.1059172,53.369976,34.100616,0.5681025100904017
911,Североуральск,Свердловская область,60.1533109,59.9525245,60.15016,59.960517,0.5642734634241521
152,Шилка,Забайкальский край,51.8497035,116.0334461,51.851639,116.025894,0.5616024074471934
460,Павловский Посад,Московская область,55.7807244,38.6596983,55.7813357,38.6507838,0.5615640079391883
926,Духовщина,Смоленская область,55.1950257,32.401252,55.1907803,32.4060434,0.5615472573355742
308,Гулькевичи,Краснодарский край,45.3605121,40.6918389,45.3565119,40.6962256,0.561537276875922
426,Долгопрудный,Московская область,55.9385999,37.5101021,55.9341491,37.5142417,0.5580360693362586
981,Тверь,Тверская область,56.8586059,35.9116761,56.858675,35.9208284,0.5564304574034358
642,Адыгейск,Республика Адыгея,44.878414,39.190289,44.8833775,39.1909625,0.5544611707079772
803,Константиновск,Ростовская область,47.5773717,41.0967445,47.582352,41.097084,0.554369278241628
186,Тулун,Иркутская область,54.557162,100.5780603,54.562096,100.579216,0.5536730500134647
467,Реутов,Московская область,55.7582621,37.8618553,55.7622453,37.856555,0.5532961935348499
769,Зеленодольск,Республика Татарстан,55.8466651,48.5010954,55.8477605,48.5097031,0.5509679893254892
1059,Бакал,Челябинская область,54.9406399,58.8051698,54.936657,58.810249,0.549001602610329
311,Краснодар,Краснодарский край,45.0401604,38.9759647,45.0352566,38.9764814,0.546787053877318
651,Давлеканово,Республика Башкортостан,54.2226707,55.0312373,54.218571,55.026661,0.5443602850828739
148,Петровск-Забайкальский,Забайкальский край,51.2748592,108.846681,51.275215,108.854485,0.5442985883015763
782,Чистополь,Республика Татарстан,55.3699139,50.6285784,55.3714831,50.6367311,0.5439019790562294
372,Всеволожск,Ленинградская область,60.0191278,30.6456718,60.024006,30.646042,0.5428209304754312
721,Красноперекопск,Республика Крым,45.9537576,33.7921939,45.9565346,33.7979467,0.541411758924495
713,Алупка,Республика Крым,44.4164605,34.0444797,44.4204046,34.0483715,0.5365394866297624
745,Нерюнгри,Республика Саха (Якутия),56.6599953,124.7202403,56.6579435,124.7123042,0.5359965627317455
283,Орлов,Кировская область,58.5389776,48.8927723,58.5363174,48.8850765,0.5357103412476506
1091,Курчалой,Чеченская Республика,43.2046547,46.0889364,43.20005,46.090786,0.5335159441107085
14,Завитинск,Амурская область,50.1064111,129.4391813,50.111154,129.4402341,0.5327036396141133
120,Никольск,Вологодская область,59.5351837,45.4576137,59.5304186,45.4585029,0.5322214428292751
1071,Кыштым,Челябинская область,55.7061276,60.5563781,55.709923,60.551208,0.5319951142977232
388,Новая Ладога,Ленинградская область,60.1100135,32.3141203,60.1052425,32.3147626,0.5317037227128436
963,Бежецк,Тверская область,57.7860089,36.6904983,57.781357,36.692535,0.5311712510329474
707,Микунь,Республика Коми,62.3579068,50.0719503,62.358238,50.08218,0.5290159230152389
218,Светлый,Калининградская область,54.6772897,20.1357595,54.673355,20.131153,0.5283362751983912
1077,Пласт,Челябинская область,54.3692764,60.8151894,54.369812,60.807091,0.5279612657136451
95,Жирновск,Волгоградская область,50.9768814,44.7858202,50.978779,44.778908,0.5279285179988421
687,Городовиковск,Республика Калмыкия,46.0875083,41.935537,46.082851,41.934269,0.5270206742439535
214,Полесск,Калининградская область,54.8625126,21.0998067,54.860252,21.107027,0.5260363941549373
990,Томск,Томская область,56.4845804,84.9481582,56.488712,84.952324,0.5258054590967511
784,Кызыл,Республика Тыва,51.7191047,94.4376882,51.7190995,94.4300627,0.5252995631362647
898,Лесной,Свердловская область,58.6348516,59.7981565,58.63644,59.789658,0.5225981592107725
574,Дмитровск,Орловская область,52.5054851,35.1415009,52.509418,35.145725,0.5224731743038449
570,Соль-Илецк,Оренбургская область,51.1633736,54.9896726,51.161289,54.996372,0.5215088201552445
955,Кирсанов,Тамбовская область,52.6506335,42.7286445,52.654755,42.72496,0.5213466009048708
1070,Куса,Челябинская область,55.3386053,59.4385778,55.336521,59.445938,0.5199746735098609
299,Чухлома,Костромская область,58.753421,42.6884958,58.7560751,42.6810952,0.5189353459187566
465,Пущино,Московская область,54.8324412,37.6210346,54.8347213,37.6139685,0.5187176972983663
210,Неман,Калининградская область,55.0316524,22.0324064,55.0359656,22.0293578,0.5174587276280626
799,Донецк,Ростовская область,48.3350706,39.945891,48.3382864,39.9509488,0.5173331313330013
833,Отрадный,Самарская область,53.3800848,51.3438605,53.376175,51.348053,0.516084916502178
1079,Сим,Челябинская область,54.9907827,57.6900155,54.9872705,57.6847437,0.5153953576907678
479,Черноголовка,Московская область,56.0100707,38.3792047,56.0061165,38.3835224,0.5151424032675777
521,Нижний Новгород,Нижегородская область,56.3240627,44.0053913,56.328571,44.003506,0.5145992459988658
631,Невель,Псковская область,56.0201973,29.9239983,56.017616,29.917128,0.5144886541609206
416,Бронницы,Московская область,55.4255379,38.264145,55.4219938,38.2590612,0.5081530560427048
887,Ивдель,Свердловская область,60.6944496,60.4245069,60.6973287,60.4172583,0.5080530020208532
425,Дмитров,Московская область,56.3477457,37.526672,56.3450695,37.5200723,0.5039267266052841
269,Топки,Кемеровская область - Кузбасс,55.2764707,85.6152619,55.2751962,85.6228741,0.5025492864159162
815,Шахты,Ростовская область,47.7085287,40.2159846,47.7119167,40.2115699,0.5010291459141641
1061,Верхний Уфалей,Челябинская область,56.0487158,60.2318886,56.052029,60.226448,0.49987081495084484
654,Кумертау,Республика Башкортостан,52.7564939,55.7970197,52.760975,55.796482,0.49958759710162576
869,Углегорск,Сахалинская область,49.0815774,142.0692639,49.079296,142.0633622,0.4991116728619691
913,Среднеуральск,Свердловская область,56.9918901,60.4771018,56.991631,60.46888,0.498864122393586
1067,Катав-Ивановск,Челябинская область,54.7521438,58.1983648,54.753479,58.205784,0.4987108792883697
609,Соликамск,Пермский край,59.6482998,56.771009,59.649437,56.779594,0.4986608105957067
686,Сунжа,Республика Ингушетия,43.3204196,45.0476331,43.3183664,45.05310873784765,0.4983453989094286
783,Ак-Довурак,Республика Тыва,51.178452,90.5985129,51.174081,90.5999914,0.49684109242991603
1110,Переславль-Залесский,Ярославская область,56.7360544,38.8543617,56.7366104,38.8462821,0.4966348003087752
245,Елизово,Камчатский край,53.1830375,158.3883548,53.1864972,158.3836712,0.4953660620575972
422,Голицыно,Московская область,55.6190582,36.9856793,55.6149602,36.9887625,0.49510108503901284
814,Цимлянск,Ростовская область,47.6477448,42.0931505,47.650585,42.098232,0.4946031303572043
809,Пролетарск,Ростовская область,46.7038963,41.727594,46.700161,41.724079,0.49432704958097873
590,Сурск,Пензенская область,53.0761357,45.6910796,53.072903,45.686054,0.49185719837015895
195,Нарткала,Кабардино-Балкарская Республика,43.5578075,43.8575925,43.5566193,43.8517142,0.4917630613648714
142,Облучье,Еврейская автономная область,49.0189345,131.0540102,49.0145149,131.0538038,0.49166755148531754
66,Трубчевск,Брянская область,52.5791734,33.7660547,52.5835,33.767467,0.4904680797691199
69,Александров,Владимирская область,56.391819,38.7111123,56.3962287,38.7111103,0.4903362834739174
1002,Плавск,Тульская область,53.7096415,37.2862352,53.7068732,37.2920333,0.490283542448234
503,Арзамас,Нижегородская область,55.3945814,43.8408141,55.3989463,43.8408129,0.48535474122577127
993,Богородицк,Тульская область,53.7701014,38.1225152,53.773571,38.126965,0.48410282152257134
357,Шумиха,Курганская область,55.2280246,63.2901272,55.228207,63.282501,0.484045454971587
643,Майкоп,Республика Адыгея,44.6098268,40.1006606,44.6062079,40.104053,0.483785561192141
900,Невьянск,Свердловская область,57.49131,60.2183429,57.4924036,60.2105408,0.481837445045091
656,Мелеуз,Республика Башкортостан,52.9589532,55.9282838,52.96328,55.928612,0.4816201425480264
757,Дигора,Республика Северная Осетия – Алания,43.1567628,44.1549483,43.160561,44.157784,0.48091215427409245
538,Старая Русса,Новгородская область,57.990737,31.3554897,57.9898923,31.3634905,0.4808324036489441
