,place_id,lat,lon,query_city,query_region
221,258930922.0,54.635533,21.8099822,Черняховск,Калининградская область
222,258348575.0,55.1783579,36.6575564,Балабаново,Калужская область
223,257640315.0,55.089725,36.6613397,Белоусово,Калужская область
224,259286242.0,55.2067186,36.4813883,Боровск,Калужская область
225,257380022.0,55.1959779,36.5959883,Ермолино,Калужская область
226,259475292.0,53.748543,34.735447,Жиздра,Калужская область
227,132246208.0,55.0338,36.7489,Жуков,Калужская область
228,257430965.0,54.5101087,36.2598115,Калуга,Калужская область
229,257903408.0,54.074322,34.302608,Киров,Калужская область
230,258880549.0,54.037102,35.780102,Козельск,Калужская область
231,258628448.0,54.8028,35.9322,Кондрово,Калужская область
232,130754546.0,54.8865166,37.1171605,Кремёнки,Калужская область
233,259017468.0,53.8454692,34.43152145267353,Людиново,Калужская область
234,258919053.0,55.012181,36.4590246,Малоярославец,Калужская область
235,257997240.0,54.9695,35.857,Медынь,Калужская область
236,166281679.0,54.31521515,35.28841228898365,Мещовск,Калужская область
237,258184843.0,54.487293,34.978954,Мосальск,Калужская область
238,257902299.0,55.0951738,36.611913,Обнинск,Калужская область
239,258323713.0,54.0516143,35.9589929,Сосенский,Калужская область
240,259168450.0,54.4118,34.032398,Спас-Деменск,Калужская область
241,258884646.0,54.099659,35.345821,Сухиничи,Калужская область
242,259168471.0,54.7293536,37.1815538,Таруса,Калужская область
243,259475303.0,54.7415766,35.2264393,Юхнов,Калужская область
244,259137680.0,52.931834,158.405383,Вилючинск,Камчатский край
245,258750950.0,53.1864972,158.3836712,Елизово,Камчатский край
246,258171300.0,53.0199838,158.6471356,Петропавловск-Камчатский,Камчатский край
247,259447063.0,43.7715594,41.911979,Карачаевск,Карачаево-Черкесская Республика
248,259823912.0,43.4410989,41.7436988,Теберда,Карачаево-Черкесская Республика
249,259205079.0,44.0858961,41.9722557,Усть-Джегута,Карачаево-Черкесская Республика
250,259357211.0,44.22552875,42.05987514558208,Черкесск,Карачаево-Черкесская Республика
251,259043743.0,56.077808,86.019356,Анжеро-Судженск,Кемеровская область - Кузбасс
252,259498267.0,54.419323,86.303429,Белово,Кемеровская область - Кузбасс
253,257349204.0,55.6696946,86.275154,Берёзовский,Кемеровская область - Кузбасс
254,259520464.0,54.284954,85.931091,Гурьевск,Кемеровская область - Кузбасс
255,259619571.0,53.519459,87.286179,Калтан,Кемеровская область - Кузбасс
256,257156741.0,55.355125,86.087234,Кемерово,Кемеровская область - Кузбасс
257,258702803.0,54.0049872,86.6354771,Киселёвск,Кемеровская область - Кузбасс
258,111732268.0,54.665443,86.166115,Ленинск-Кузнецкий,Кемеровская область - Кузбасс
259,259037985.0,56.206299,87.751259,Мариинск,Кемеровская область - Кузбасс
260,259176671.0,53.6863763,88.0703443,Междуреченск,Кемеровская область - Кузбасс
261,259530029.0,53.71386,87.800316,Мыски,Кемеровская область - Кузбасс
262,258815060.0,53.757607,87.136101,Новокузнецк,Кемеровская область - Кузбасс
263,124440091.0,53.606995,87.332893,Осинники,Кемеровская область - Кузбасс
264,259353727.0,54.603142,86.276024,Полысаево,Кемеровская область - Кузбасс
265,257332232.0,53.890972,86.737663,Прокопьевск,Кемеровская область - Кузбасс
266,258719139.0,54.232521,85.798386,Салаир,Кемеровская область - Кузбасс
267,167142277.0,56.065071,85.631325,Тайга,Кемеровская область - Кузбасс
268,258702296.0,52.759403,87.848267,Таштагол,Кемеровская область - Кузбасс
269,160823999.0,55.2751962,85.6228741,Топки,Кемеровская область - Кузбасс
270,257557908.0,55.7136,84.934799,Юрга,Кемеровская область - Кузбасс
271,259355704.0,58.8406817,50.8410741,Белая Холуница,Кировская область
272,257136950.0,56.2229946,51.0749038,Вятские Поляны,Кировская область
273,258626503.0,58.4060241,51.1388605,Зуевка,Кировская область
274,258471820.0,58.6035257,49.6639029,Киров,Кировская область
275,257025029.0,58.5421963,50.0340889,Кирово-Чепецк,Кировская область
276,258874317.0,59.3398971,52.2418232,Кирс,Кировская область
277,258908566.0,58.3053524,48.3372596,Котельнич,Кировская область
278,308213224.0,60.630329,47.255405,Луза,Кировская область
279,258945239.0,56.5206314,50.6775905,Малмыж,Кировская область
280,98213735.0,59.3951018,48.9644445,Мураши,Кировская область
281,259700955.0,57.560573899999994,49.938557926421524,Нолинск,Кировская область
282,99098467.0,58.668304,52.17625,Омутнинск,Кировская область
283,257580624.0,58.5363174,48.8850765,Орлов,Кировская область
284,259380197.0,58.7277816,50.1771234,Слободской,Кировская область
285,256480918.0,57.5861888,48.9586978,Советск,Кировская область
286,259480739.0,56.2573802,51.2842677,Сосновка,Кировская область
287,259401648.0,57.1101118,50.0003067,Уржум,Кировская область
288,257713562.0,57.3012512,47.8773055,Яранск,Кировская область
289,109504818.0,58.4816821,41.532956,Буй,Костромская область
290,259047063.0,57.440105,41.157181,Волгореченск,Костромская область
291,259336754.0,58.381382,42.347916,Галич,Костромская область
292,119684147.0,58.825497,44.311275,Кологрив,Костромская область
293,258935717.0,57.7679158,40.9269141,Кострома,Костромская область
294,257115236.0,57.880402,43.80724,Макарьев,Костромская область
295,207801619.0,58.333271,44.761791,Мантурово,Костромская область
296,259125469.0,57.460655,40.573799,Нерехта,Костромская область
297,259170710.0,58.288948,43.886444,Нея,Костромская область
298,326688120.0,59.0777596,42.29446319783264,Солигалич,Костромская область
299,100205864.0,58.7560751,42.6810952,Чухлома,Костромская область
300,259240965.0,58.37257,45.519306,Шарья,Костромская область
301,103385232.0,44.8649528,38.1578189,Абинск,Краснодарский край
302,309341182.0,44.894272,37.316887,Анапа,Краснодарский край
303,258776030.0,44.4618046,39.741048,Апшеронск,Краснодарский край
304,312973671.0,44.9993585,41.1294061,Армавир,Краснодарский край
305,98506581.0,44.7614149,39.8712943,Белореченск,Краснодарский край
306,257123494.0,44.5609447,38.0766832,Геленджик,Краснодарский край
307,258931348.0,44.6342653,39.1363613,Горячий Ключ,Краснодарский край
308,121123290.0,45.3565119,40.6962256,Гулькевичи,Краснодарский край
309,304698497.0,46.7110877,38.2747683,Ейск,Краснодарский край
310,98028494.0,45.4635863,39.4487565,Кореновск,Краснодарский край
311,311340772.0,45.0352566,38.9764814,Краснодар,Краснодарский край
312,259049575.0,45.4344413,40.5750274,Кропоткин,Краснодарский край
313,259324132.0,44.9295889,37.9880177,Крымск,Краснодарский край
314,258480982.0,44.8846971,40.5891773,Курганинск,Краснодарский край
315,259255622.0,44.6347953,40.7242185,Лабинск,Краснодарский край
316,119856433.0,45.1083184,41.0366896,Новокубанск,Краснодарский край
317,258381901.0,44.7239578,37.7690711,Новороссийск,Краснодарский край
318,101784771.0,46.043181,38.1554803,Приморско-Ахтарск,Краснодарский край
319,259176297.0,45.2490605,38.12280565132716,Славянск-на-Кубани,Краснодарский край
320,256592821.0,43.5854823,39.723109,Сочи,Краснодарский край
321,101852182.0,45.2751663,37.3905481,Темрюк,Краснодарский край
322,259079180.0,45.6123531,38.9504299,Тимашевск,Краснодарский край
323,259610798.0,45.854679,40.128124,Тихорецк,Краснодарский край
324,259258402.0,44.0984747,39.0718875,Туапсе,Краснодарский край
325,99494855.0,45.2178027,39.6896725,Усть-Лабинск,Краснодарский край
326,159054717.0,44.4231032,39.5369484,Хадыженск,Краснодарский край
327,138711352.0,54.349564,93.437813,Артёмовск,Красноярский край
328,258067485.0,56.2694846,90.4953964,Ачинск,Красноярский край
329,257965082.0,56.211464,89.531639,Боготол,Красноярский край
330,259262396.0,55.8997187,94.8930452,Бородино,Красноярский край
331,259683134.0,55.959644,92.37542,Дивногорск,Красноярский край
332,106421762.0,69.406067,86.175072,Дудинка,Красноярский край
333,259257173.0,58.4532212,92.1748169,Енисейск,Красноярский край
334,258812277.0,56.250938,93.53286,Железногорск,Красноярский край
335,257790510.0,55.965401,94.708107,Заозёрный,Красноярский край
336,258931905.0,56.11356,94.589279,Зеленогорск,Красноярский край
337,258934163.0,67.4566185,86.5308425,Игарка,Красноярский край
338,259496923.0,56.23806,96.06694,Иланский,Красноярский край
339,257938621.0,56.205997,95.706787,Канск,Красноярский край
340,258679680.0,58.596329,99.182915,Кодинск,Красноярский край
341,258372486.0,56.0090968,92.8725147,Красноярск,Красноярский край
342,259176050.0,58.223511,92.48597,Лесосибирск,Красноярский край
343,258114787.0,53.700325,91.697235,Минусинск,Красноярский край
344,259181060.0,56.011593,90.418503,Назарово,Красноярский край
345,108625812.0,69.3498394,88.200517,Норильск,Красноярский край
346,258657954.0,56.121494,93.33873,Сосновоборск,Красноярский край
347,258953868.0,55.3197221,89.8424197,Ужур,Красноярский край
348,259131695.0,55.809986,94.327774,Уяр,Красноярский край
349,258937391.0,55.5329127,89.1864204,Шарыпово,Красноярский край
350,259635607.0,56.258656,62.939163,Далматово,Курганская область
351,257457886.0,56.290913,62.579082,Катайск,Курганская область
352,259378095.0,55.45435,65.321877,Курган,Курганская область
353,124807362.0,54.909466,64.428383,Куртамыш,Курганская область
354,134607084.0,55.208321,67.252739,Макушино,Курганская область
355,259781973.0,55.064663,67.887154,Петухово,Курганская область
356,258508241.0,56.087364,63.629482,Шадринск,Курганская область
357,135720825.0,55.228207,63.282501,Шумиха,Курганская область
358,258668025.0,55.208908,62.747772,Щучье,Курганская область
359,258643296.0,52.12849,35.075439,Дмитриев,Курская область
360,258909667.0,52.3306193,35.3515011,Железногорск,Курская область
361,258411720.0,51.739433,36.179604,Курск,Курская область
362,257527305.0,51.659466,35.658863,Курчатов,Курская область
363,258908487.0,51.6906587,35.2839999,Льгов,Курская область
364,257527386.0,51.211079,36.276245,Обоянь,Курская область
365,258736620.0,51.570538,34.683506,Рыльск,Курская область
366,258861622.0,51.190708,35.270855,Суджа,Курская область
367,258643283.0,52.089344,35.859486,Фатеж,Курская область
368,259050403.0,51.870821,36.9131896,Щигры,Курская область
369,258233388.0,59.4729021,33.8489952,Бокситогорск,Ленинградская область
370,98763476.0,59.44439375,29.492515758626187,Волосово,Ленинградская область
371,258982610.0,59.9275868,32.3276803,Волхов,Ленинградская область
372,257271877.0,60.024006,30.646042,Всеволожск,Ленинградская область
373,258955633.0,60.709217,28.744051,Выборг,Ленинградская область
374,257577732.0,60.6280319,28.5688339,Высоцк,Ленинградская область
375,258341856.0,59.5706273,30.1305083,Гатчина,Ленинградская область
376,258217872.0,59.3744139,28.2192542,Ивангород,Ленинградская область
377,257967882.0,60.9526102,29.1303401,Каменногорск,Ленинградская область
378,259253577.0,59.3743982,28.5981591,Кингисепп,Ленинградская область
379,258996644.0,59.450325,32.010578,Кириши,Ленинградская область
380,258812264.0,59.8813954,30.9855331,Кировск,Ленинградская область
381,258824972.0,59.6221955,30.3919223,Коммунар,Ленинградская область
382,257681966.0,59.9025191,30.5154613,Кудрово,Ленинградская область
383,259039320.0,60.7339323,33.5457731,Лодейное Поле,Ленинградская область
384,257726187.0,58.735699,29.8475013,Луга,Ленинградская область
385,257251007.0,59.346325,31.244207,Любань,Ленинградская область
386,258837181.0,60.046193,30.4458901,Мурино,Ленинградская область
387,258696296.0,59.7034799,30.7861084,Никольское,Ленинградская область
388,258772019.0,60.1052425,32.3147626,Новая Ладога,Ленинградская область
389,259198400.0,59.772663,30.802027,Отрадное,Ленинградская область
390,258227917.0,59.5129787,34.1773573,Пикалёво,Ленинградская область
391,258191067.0,60.914291,34.162354,Подпорожье,Ленинградская область
392,111395565.0,60.366665,28.616673,Приморск,Ленинградская область
393,257238301.0,61.0385285,30.1248482,Приозерск,Ленинградская область
394,257967851.0,61.1112542,28.8701036,Светогорск,Ленинградская область
395,258230042.0,60.143707,30.207806,Сертолово,Ленинградская область
396,259139809.0,59.11726,28.086979,Сланцы,Ленинградская область
397,259077026.0,59.89695,29.076492,Сосновый Бор,Ленинградская область
398,258554643.0,60.1397073,32.5637502,Сясьстрой,Ленинградская область
399,259195380.0,59.644323,33.5418624,Тихвин,Ленинградская область
400,258947510.0,59.5412777,30.8773645,Тосно,Ленинградская область
401,258372421.0,59.940431,31.0336955,Шлиссельбург,Ленинградская область
402,258809172.0,52.49612,39.955162,Грязи,Липецкая область
403,108548113.0,53.2533095,39.1591798,Данков,Липецкая область
404,257955771.0,52.6219865,38.5003298,Елец,Липецкая область
405,259066138.0,52.387798,38.92672,Задонск,Липецкая область
406,258434961.0,53.0126146,39.127593,Лебедянь,Липецкая область
